frame	label	cpu_addr	value	active_expected_match	record_snapshot
670	opening_ptr_182_korean_proof	$B1B3	00	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
672	opening_ptr_182_korean_proof	$B1B4	8C	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
674	opening_ptr_182_korean_proof	$B1B5	8D	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
676	opening_ptr_182_korean_proof	$B1B6	8E	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
678	opening_ptr_182_korean_proof	$B1B7	00	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
680	opening_ptr_182_korean_proof	$B1B8	8F	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
682	opening_ptr_182_korean_proof	$B1B9	90	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
684	opening_ptr_182_korean_proof	$B1BA	8E	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
686	opening_ptr_182_korean_proof	$B1BB	91	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
688	opening_ptr_182_korean_proof	$B1BC	CA	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
690	opening_ptr_182_korean_proof	$B1BD	00	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
692	opening_ptr_182_korean_proof	$B1BE	00	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
694	opening_ptr_182_korean_proof	$B1BF	00	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
696	opening_ptr_182_korean_proof	$B1C0	00	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
698	opening_ptr_182_korean_proof	$B1C1	00	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
700	opening_ptr_182_korean_proof	$B1C2	00	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
702	opening_ptr_182_korean_proof	$B1C3	00	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
704	opening_ptr_182_korean_proof	$B1C4	00	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
706	opening_ptr_182_korean_proof	$B1C5	00	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
708	opening_ptr_182_korean_proof	$B1C6	00	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
710	opening_ptr_182_korean_proof	$B1C7	00	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
712	opening_ptr_182_korean_proof	$B1C8	00	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
714	opening_ptr_182_korean_proof	$B1C9	00	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
716	opening_ptr_182_korean_proof	$B1CA	FF	true	81 82 83 84 BB 00 85 86 87 CA F8 88 89 00 8C 8D 8E 00 8F 90 8E 91 CA 00 00 00 00 00 00 00 00 00 00 00 00 00 FF
