frame	label	cpu_addr	value	active_expected_match	record_snapshot
702	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1C3	97	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
704	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1C4	98	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
706	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1C5	99	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
708	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1C6	9A	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
710	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1C7	C4	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
712	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1C8	C5	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
714	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1C9	00	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
716	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1CA	C0	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
718	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1CB	C1	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
720	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1CC	C2	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
722	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1CD	C3	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
724	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1CE	C4	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
726	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1CF	C5	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
728	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1D0	C6	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
730	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1D1	C7	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
732	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1D2	CA	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
734	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1D3	00	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
736	opening_ptr_182_korean_16x16_speaker_separator_proof	$B1D4	FF	true	81 82 83 84 85 86 87 88 C8 C9 00 89 8A 8B 8C 00 8D 8E 8F 90 91 92 CA F8 93 94 95 96 00 97 98 99 9A C4 C5 00 C0 C1 C2 C3 C4 C5 C6 C7 CA 00 FF
